MarketName,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,has_website,Is market,Produce,Confectionary,Household,Dairy,Plants,Meat,Other,product_count,alt_pay_methods
Amelia Barter Town Farmers Market,Farmers Market at the Fairgrounds,Amelia Court House ,Amelia,Virginia,23002,-77.98054499999999,37.342605999999996,0,0,0,0,0,1,1,4.0,3.0,3.0,2.0,2.0,2.0,1.0,17.0,0
Amelia Farmers Market,6800 First Coast Hwy,Amelia Island,Nassau,Florida,32034,-81.45452900000001,30.579786,1,0,0,0,0,1,1,3.0,3.0,1.0,2.0,3.0,2.0,1.0,15.0,0
Amery Farmers Market,Sooline Park,Amery,Polk,Wisconsin,54001,-92.36239599999999,45.307201,0,1,1,1,0,0,1,2.0,4.0,1.0,1.0,2.0,1.0,0.0,11.0,3
Ames Main Street Farmers' Market,300 & 400 Blocks of  Main Street,"Ames, IA",Story,Iowa,50010,-93.614944,42.025223,1,1,1,1,0,1,1,6.0,4.0,3.0,2.0,2.0,2.0,3.0,22.0,3
Amherst Farmers' Market,Spring Street Parking Lot,Amherst Center,Hampshire,Massachusetts,1002,-72.519424,42.374859,1,1,1,1,1,1,1,6.0,4.0,1.0,2.0,3.0,3.0,3.0,22.0,4
Amherst Wednesday Market at Kendrick Park,Kendrick Park Intersection of North and East Pleasant st.,Amherst,Hampshire,Massachusetts,1004,-72.519775,42.379974,1,1,1,1,1,1,1,6.0,4.0,2.0,1.0,2.0,2.0,1.0,18.0,4
Amherst Winter Farmers' Market,170 Chestnut Street,Amherst,Hampshire,Massachusetts,1002,-72.511108,42.384865000000005,1,0,0,0,1,1,1,6.0,4.0,3.0,3.0,1.0,3.0,2.0,22.0,1
Amicalola Regional Farmers Market,186 Recreation Road,Dawsonville,Dawson,Georgia,30534,-84.09904499999999,34.437794,1,0,0,0,0,0,1,4.0,2.0,2.0,2.0,3.0,2.0,0.0,15.0,0
Amicalola Regional Farmers Market,6921 Hwy 53 East,Dawsonville,Dawson,Georgia,20534,-84.03157,34.357704,1,0,0,0,0,0,1,5.0,3.0,2.0,2.0,3.0,1.0,0.0,16.0,0
Amma Farmers Market,Amma Senior and Community Center,Amma,Roane,West Virginia,25252,-81.255882,38.583304999999996,1,1,0,1,1,0,1,3.0,3.0,2.0,1.0,0.0,0.0,1.0,10.0,3
Amqui Station Farmers Market,303 Madison Street,Madison,Davidson,Tennessee,37115,-86.71749100000001,36.257793,1,0,0,0,1,1,1,4.0,3.0,2.0,2.0,0.0,2.0,1.0,14.0,1
Amsterdam Saturday Farmers/Crafters Market,100 Church St,Amsterdam ,Montgomery,New York,12010,-74.184898,42.939629,1,1,0,1,1,1,1,4.0,3.0,1.0,1.0,2.0,1.0,0.0,12.0,3
Anaconda Community Market,Kennedy Commons (306 Main),Anaconda,Deer Lodge,Montana,59711,-112.95411999999999,46.127978999999996,1,0,0,0,1,1,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,1
Anacortes Farmers Market,611 R Avenue,Anacortes,Skagit,Washington,98221,-122.60918000000001,48.516975,1,1,0,1,1,1,1,8.0,5.0,3.0,2.0,3.0,3.0,3.0,27.0,3
Anamoose Market in the Park,Main Street,Anamoose,McHenry,North Dakota,58710,-100.24061,47.880722,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0
Anderson City Market,802 E 5th St,Anderson,Madison,Indiana,46012,-85.66912099999999,40.111061,1,0,1,0,1,1,1,5.0,4.0,3.0,2.0,1.0,2.0,2.0,19.0,2
Anderson County Farmers Market,402 N. Murray Ave,Anderson,Anderson,South Carolina,29621,-82.652199,34.506896999999995,1,1,1,1,1,1,1,3.0,3.0,3.0,2.0,3.0,2.0,1.0,17.0,4
Anderson County Farmers Market ,1505 Bypass US 127 North,Lawrenceburg ,Anderson,Kentucky,40342,-84.91806,38.074841,1,0,1,1,0,0,1,3.0,3.0,2.0,2.0,2.0,1.0,1.0,14.0,2
Anderson Farmers' Market,7832 Five Mile Road,Cincinnati,Hamilton,Ohio,45230,-84.350563,39.078533,1,0,1,0,0,1,1,4.0,4.0,3.0,2.0,2.0,2.0,2.0,19.0,1
Andersonville Farmers Market,1500 W. Berwyn Ave.,Chicago,Cook,Illinois,60640,-87.668701,41.978001,1,1,1,1,1,1,1,6.0,5.0,1.0,3.0,2.0,3.0,1.0,21.0,4
Andover Farmers Market,13655 Round Lake Blvd. NW,Andover,Anoka,Minnesota,,-93.35730699999999,45.219260999999996,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Andover Farmers Market,41 Central Street,Andover,Essex,Massachusetts,1810,-71.14275400000001,42.653633,1,1,1,1,1,0,1,5.0,5.0,2.0,2.0,1.0,3.0,3.0,21.0,4
Angelica Farmers' Market,"Park Circle, Main Street",Angelica,Allegany,New York,14709,-78.015953,42.306061,1,1,0,1,0,1,1,4.0,4.0,3.0,2.0,3.0,2.0,2.0,20.0,2
Angelina County Farmers Market,2107 S Medford Dr ,Lufkin ,Angelina,Texas,75901,-94.697746,31.32106,1,0,0,0,1,1,1,6.0,4.0,2.0,1.0,1.0,0.0,2.0,16.0,1
Angels Camp Farmers Market-Fresh Fridays,"Utica Park, Utica Lane",Angels Camp,Calaveras,California,95222,-120.5427,38.072159,0,1,0,1,0,1,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,14.0,2
Ann Arbor Farmers Market,315 Detroit Street,Ann Arbor,Washtenaw,Michigan,48104,-83.746651,42.283836,1,1,0,1,1,1,1,8.0,5.0,3.0,3.0,3.0,3.0,2.0,27.0,3
Anna House Farm Stand,2150 Hempstead Tpke,Elmont ,Nassau,New York,11003,-73.71646899999999,40.708290000000005,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4
Annandale Farmers Market ,6621 Columbia Pike,Annandale ,Fairfax,Virginia,,-77.196228,38.832802,1,0,0,0,0,1,1,2.0,3.0,0.0,1.0,2.0,1.0,2.0,11.0,0
Annandale Farmers Market - ACT,25 East Cedar St,Annandale ,Wright,Minnesota,55302,-94.12383299999999,45.263611,1,0,0,0,1,0,1,3.0,4.0,3.0,1.0,2.0,1.0,2.0,16.0,1
Anne Arundel County Farmers' Market  (Riva),Riva Road & Harry S Truman pkwy,Annapolis,Anne Arundel,Maryland,21401,-76.555603,38.976299,1,1,0,1,0,1,1,6.0,4.0,3.0,2.0,3.0,3.0,3.0,24.0,2
Anoka County Growers/ St. Timothy Church Blaine,707 89th Ave. NE,Blaine,Anoka,Minnesota,,-93.252525,45.133041,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Anselma Farmers' and Artisans' Market,1730 Conestoga Road/Rt 401,Chester Springs,Chester,Pennsylvania,19425,-75.641899,40.079646999999994,1,0,0,0,1,0,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,10.0,1
Anson County Farmers Market,1736 Hwy 52 South,Wadesboro,Anson,North Carolina,28170,-80.05256700000001,34.94083,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Antelope Valley Winery Farmer's Market ,42041 20th St. West,Lancaster,Los Angeles,California,93534,-118.16623,34.647040999999994,1,0,0,0,0,1,1,5.0,3.0,0.0,2.0,0.0,0.0,2.0,12.0,0
Anthem Farmers Market,41703 N. Gavilan Peak Pkwy,Anthem ,Maricopa,Arizona,85086,-112.13631000000001,33.862995,1,1,1,1,1,1,1,7.0,4.0,2.0,2.0,1.0,2.0,2.0,20.0,4
Anthony Farmers Market,Corner of West Main and Lawrence,Anthony,Harper,Kansas,67003,-98.038002,37.1521,0,0,0,0,0,0,1,2.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0
"Antigo Farmers Market, Inc.",420 Field Street,Antigo,Langlade,Wisconsin,54409,-89.14939100000001,45.137756,1,1,0,1,0,1,1,6.0,5.0,2.0,1.0,2.0,1.0,2.0,19.0,2
Antioch's Farmers Market,900 Skidmore Drive,Antioch,Lake,Illinois,60002,-88.094566,42.478127,1,0,0,0,0,1,1,4.0,5.0,3.0,2.0,2.0,1.0,2.0,19.0,0
Apex Farmers Market,220 N. Salem St. ,Apex ,Wake,North Carolina,27502,-78.849899,35.732014,1,1,0,1,0,1,1,4.0,3.0,3.0,2.0,2.0,2.0,2.0,18.0,2
"Appalachian (Newport) Farmers Market, Cocke County TN",115 Mulberry Street,Newport,Cocke,Tennessee,37821,-83.194855,35.96175,1,0,0,0,1,0,1,4.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,1
Appalachian Farmers' Market,Intersection of Fair Street and Lakeview Drive,Gray,Washington,Tennessee,37615,-82.481903,36.418301,0,0,0,0,0,1,1,2.0,3.0,2.0,1.0,2.0,1.0,0.0,11.0,0
Apple Country Farmers Market,12206 E. Hwy 62,Idalou,Lubbock,Texas,79329,-101.61186,33.666336,1,0,1,0,1,1,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2
Apple Country Farmers Market,19th and Ave A,Lubbock,Lubbock,Texas,79401,-101.8364,33.57785,1,0,1,0,1,1,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2
Appleton Area Farmers Market,,Appleton,Swift,Minnesota,56208,-96.020798,45.203339,1,0,0,0,0,0,1,3.0,3.0,1.0,1.0,1.0,0.0,0.0,9.0,0
Appleton Downtown Farm Market,100 College Avenue,Appleton,Outagamie,Wisconsin,54911,-88.407028,44.262009,1,1,1,0,1,1,1,5.0,4.0,2.0,2.0,2.0,3.0,1.0,19.0,3
Aptos Farmers Market at Cabrillo College,6500 Soquel Drive,Aptos,Santa Cruz,California,95003,-121.92703999999999,36.987274,1,1,0,0,1,1,1,6.0,4.0,0.0,2.0,3.0,3.0,2.0,20.0,2
Aquidneck Growers Market - Monday,120 Hillside Ave,Newport ,Newport,Rhode Island,2840,-71.308525,41.508656,1,1,1,0,1,1,1,5.0,3.0,1.0,2.0,1.0,2.0,1.0,15.0,3
Aquidneck Growers Market - Wednesday,Memorial Blvd,Newport,Newport,Rhode Island,2840,-71.305756,41.483665,1,1,1,0,1,1,1,5.0,4.0,1.0,3.0,2.0,3.0,2.0,20.0,3
Aquidneck Growers' Markets,909 East Main Road,Middletown,Newport,Rhode Island,2840,-71.271935,41.52919,1,1,0,1,1,1,1,5.0,4.0,2.0,2.0,2.0,3.0,2.0,20.0,3
Aquidneck Growers' Markets,324 East Main Rd,Portsmouth,Newport,Rhode Island,2871,-71.261375,41.546504999999996,1,1,1,0,1,1,1,4.0,4.0,2.0,2.0,1.0,3.0,2.0,18.0,3
Arcade Farmers' Market,400 W. Main St.,Arcade,Wyoming,New York,14009,-78.430832,42.533775,0,1,0,0,0,0,1,2.0,4.0,1.0,2.0,2.0,2.0,2.0,15.0,1
Arcadia Valley Farmers' Market,250 South Main Street,Ironton,Iron,Missouri,63650,-90.627861,37.594509,1,0,0,0,0,0,1,3.0,3.0,2.0,1.0,3.0,0.0,0.0,12.0,0
Arcadia's Mobile Market -- Barry Farm Recreation Center,1230 Sumner Rd SE,Washington,District of Columbia,District of Columbia,20020,-76.996696,38.860661,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Children's National Medical Center WIC Clinic,111 Michigan Ave NW ,Washington ,District of Columbia,District of Columbia,20010,-77.01467099999999,38.927181,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Community of Hope - Conway Health and Resource Center,115 Atlantic Street SW ,Washington ,District of Columbia,District of Columbia,20032,-77.009392,38.831238,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Community of Hope Family Health & Birth Center,801 17th St NE,Washington,District of Columbia,District of Columbia,20002,-76.978127,38.900826,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Congress Heights Senior Wellness Center,3500 Martin Luther King Jr Ave SE,Washington,District of Columbia,District of Columbia,20032,-77.00443299999999,38.840084000000004,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Deanwood Recreation Center,1350 49th St NE,Washington,District of Columbia,District of Columbia,20019,-76.932449,38.908297999999995,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Edgewood Commons,601 Edgewood St NE ,Washington ,District of Columbia,District of Columbia,20017,-76.997169,38.923798,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Hendley Elementary ,425 Chesapeake St SE,Washington,District of Columbia,District of Columbia,20032,-76.999138,38.828644,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Ledroit Park,3rd St. & Elm St. NW,Washington,District of Columbia,District of Columbia,20001,-77.015961,38.917503,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Parkside Unity Healthcare/Circle 7 Express,740 Kenilworth Ave NE,Washington,District of Columbia,District of Columbia,20019,-76.946892,38.900757,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- The Overlook at Oxon Run,3700 9th St SE ,Washington ,District of Columbia,District of Columbia,20032,-76.994026,38.835896000000005,1,1,1,1,1,1,1,4.0,2.0,0.0,2.0,1.0,1.0,1.0,11.0,4
Arcadia's Mobile Market -- United Medical Center,1310 Southern Ave SE,Washington,District of Columbia,District of Columbia,20032,-76.984993,38.835938,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcadia's Mobile Market -- Wah Luck House Chinatown,800 6th St NW ,Washington,District of Columbia,District of Columbia,20001,-77.02018699999999,38.900227,1,1,1,1,1,1,1,5.0,2.0,0.0,2.0,1.0,3.0,0.0,13.0,4
Arcata Plaza Farmers' Market,9th and H Streets,Arcata,Humboldt,California,95521,-124.08688000000001,40.868396999999995,1,1,0,1,1,1,1,6.0,4.0,1.0,1.0,3.0,3.0,2.0,20.0,3
Archwood Green Barns Farmers' Market,4557 Olde Tavern Road,The Plains,Fauquier,Virginia,20198,-77.78711700000001,38.851845000000004,1,0,0,0,0,0,1,3.0,4.0,2.0,1.0,2.0,2.0,2.0,16.0,0
Arenac Conservation District Farmers Market,107 N Main Street,Standish,Arenac,Michigan,48658,-83.96129599999999,43.983429,0,1,0,1,0,1,1,3.0,2.0,1.0,0.0,2.0,0.0,0.0,8.0,2
Argus Farm Stop - Packard,1200 Packard Rd,"Ann Arbor, Michigan, United States",Washtenaw,Michigan,48104,-83.838669,42.253265,1,0,0,0,1,1,1,7.0,5.0,2.0,3.0,3.0,3.0,2.0,25.0,1
Arkansas Local Food Network Online Farmers Market,509 Scott St.,Little Rock,Pulaski,Arkansas,72201,-92.2696,34.743076,1,0,0,0,0,1,1,7.0,4.0,3.0,2.0,3.0,2.0,2.0,23.0,0
Arlington Farm and Art Market,304 W Main,Arlington ,Reno,Kansas,67514,-98.178848,37.896667,1,0,0,1,0,0,1,5.0,3.0,2.0,1.0,3.0,2.0,2.0,18.0,1
Arlington Farmers Market,123 Raymond Avenue ,Poughkeepsie,Dutchess,New York,12603,-73.901161,41.691448,1,0,1,0,0,1,1,4.0,5.0,3.0,2.0,2.0,2.0,2.0,20.0,1
Arlington Farmers Market,"Russell Commons Parking Lot, Winslow St. at Mystic St","Arlington, Ma. ",Middlesex,Massachusetts,2474,-71.164742,42.427738,1,1,0,1,0,1,1,3.0,5.0,0.0,2.0,2.0,3.0,2.0,17.0,2
Arlington Farmers Market,1400 North Courthouse Road,Arlington,Arlington,Virginia,22201,-77.084595,38.889590999999996,1,0,0,1,1,1,1,4.0,5.0,1.0,2.0,2.0,3.0,2.0,19.0,2
Arlington Farmers Market,200 N Olympic,Arlington,Snohomish,Washington,,-122.1269,48.192879,1,1,0,1,1,1,1,3.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,3
Arlington Mill Farmers Market,"Arlington Mill Community Center, 909 S. Dinwiddie Street",Arlington ,Arlington,Virginia,22204,-77.11219,38.856258000000004,1,0,0,0,1,1,1,3.0,3.0,0.0,0.0,1.0,0.0,1.0,8.0,1
Arlington Park Farmers Market,374 Arlington Avenue,Jersey City,Hudson,New Jersey,7304,-74.070763,40.714275,1,0,1,0,1,0,1,3.0,2.0,2.0,0.0,1.0,0.0,2.0,10.0,2
Arlington Village Farmers Market,3904 VT-7A,Arlington,Bennington,Vermont,5250,-73.14608,43.072884,1,0,0,0,0,1,1,6.0,4.0,2.0,2.0,2.0,2.0,2.0,20.0,0
Armijo Village Growers' Market,1635 Islata Blvd SW     ,Albuquerque,Bernalillo,New Mexico,87105,-106.67763000000001,35.05265,1,1,0,1,1,0,1,2.0,1.0,2.0,1.0,3.0,0.0,0.0,9.0,3
Armory Farmers Market,85 Parade Street,Providence ,Providence,Rhode Island,2909,-71.432243,41.814735,1,1,1,1,1,1,1,3.0,3.0,0.0,2.0,2.0,2.0,1.0,13.0,4
Arnold Farmers Market,2400 Bradley Beach Road,Arnold,Jefferson,Missouri,63010,-90.353096,38.453274,1,0,0,0,0,1,1,6.0,3.0,3.0,1.0,2.0,2.0,2.0,19.0,0
Artisan Alley Farmers and Makers Market,Artisan Alley,DeLand,Volusia,Florida,32720,-81.304344,29.027561,1,0,0,0,1,0,1,5.0,3.0,3.0,1.0,3.0,3.0,3.0,21.0,1
Artisan and Agriculture Market,72955 Van Dyke Ave.,Bruce Township,Macomb,Michigan,48065,-83.020813,42.830853000000005,1,0,0,0,0,1,1,3.0,4.0,2.0,1.0,1.0,0.0,1.0,12.0,0
Artisan Exchange West Chester,208 Carter Drive Suite 13B,West Chester,Chester,Pennsylvania,19382,-75.587799,39.948291999999995,1,0,0,0,0,1,1,8.0,5.0,3.0,3.0,2.0,3.0,3.0,27.0,0
Artisan Foodworks Thursday Evening Market,9600 North US Hwy 31,Columbus ,Bartholomew,Indiana,47201,-85.95311,39.292351000000004,1,1,0,1,0,1,1,3.0,3.0,2.0,2.0,2.0,2.0,1.0,15.0,2
Arvada Farmers Market,57th St. & Olde Wadsworth St.,Arvada,Jefferson,Colorado,80002,-105.08145,39.800137,1,0,0,0,1,1,1,3.0,3.0,1.0,2.0,0.0,2.0,1.0,12.0,1
Asbury Park Carousel Farmers' Market, First and Ocean Avenue,Asbury Park,Monmouth,New Jersey,7712,-74.000778,40.219337,1,0,1,0,0,0,1,2.0,3.0,1.0,1.0,2.0,0.0,1.0,10.0,1
Ashburnham Farmers' Market,1 Gardner Road,Ashburnham,Worcester,Massachusetts,1430,-71.940857,42.608269,1,0,0,0,0,1,1,2.0,4.0,2.0,1.0,0.0,1.0,0.0,10.0,0
Ashe County Farmers Market,108 Backstreet,West Jefferson,Ashe,North Carolina,28694,-81.493515,36.402493,1,1,0,1,1,1,1,7.0,4.0,2.0,2.0,3.0,3.0,0.0,21.0,3
Asheville City Market,161 S Charlotte Street,Asheville ,Buncombe,North Carolina,28801,-82.548851,35.593478999999995,1,0,0,1,1,1,1,4.0,4.0,2.0,3.0,3.0,3.0,2.0,21.0,2
Asheville City Market - South,1 Town Square Blvd,Asheville,Buncombe,North Carolina,28803,-82.554649,35.486275,1,0,0,0,1,1,1,3.0,2.0,2.0,2.0,3.0,2.0,1.0,15.0,1
Ashland Area Farmers Market,200th Block Chapple Ave,Ashland,Ashland,Wisconsin,54846,-90.890701,46.5882,1,1,0,1,1,1,1,4.0,3.0,2.0,1.0,2.0,2.0,0.0,14.0,3
Ashland Farmers Market,101 Thompson St.,Ashland,Hanover,Virginia,23005,-77.483391,37.758739,1,0,0,0,0,1,1,4.0,3.0,2.0,1.0,3.0,2.0,0.0,15.0,0
Ashland Farmers Market,125 Front St,Ashland,Middlesex,Massachusetts,1721,-71.46154,42.260028999999996,1,1,1,1,1,1,1,3.0,5.0,3.0,2.0,1.0,3.0,3.0,20.0,4
Ashley Valley Farmers' Market (Vernal),Old Dinosaur Gardens on Main Street (~240East),Vernal,Uintah,Utah,,-109.52408999999999,40.455746000000005,1,0,0,0,0,1,1,2.0,3.0,2.0,2.0,1.0,2.0,1.0,13.0,0
Ashmont Farmers Market,"Peabody Square, 1900 Dorchester Ave.",Dorchester,Suffolk,Massachusetts,2124,-71.064171,42.285469,1,1,0,1,1,0,1,4.0,3.0,0.0,2.0,0.0,1.0,2.0,12.0,3
Aspen Grove Farmers' Market,7301 S Santa Fe Dr,Littleton,Arapahoe,Colorado,80120,-105.02521999999999,39.585506,1,0,0,0,1,1,1,7.0,5.0,2.0,2.0,1.0,3.0,3.0,23.0,1
Astoria Greenmarket,14 St - 31 Ave & 31 Rd,Queens,Queens,New York,11106,-73.932449,40.767672999999995,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Astoria Sunday Market,12th Street,Astoria,Clatsop,Oregon,97103,-123.83028999999999,46.185509,1,1,1,1,1,1,1,3.0,3.0,2.0,1.0,3.0,2.0,2.0,16.0,4
ASU Regional Farmers Market,3300 Aggie Road,Jonesboro,Craighead,Arkansas,72401,-90.667328,35.840771000000004,1,1,1,0,1,1,1,4.0,4.0,3.0,1.0,3.0,2.0,2.0,19.0,3
Atchison Farmers Market,Between 5th and 6th Streets on the south side of Main Street,Atchison,Atchison,Kansas,66002,-95.119881,39.560738,1,0,0,1,1,1,1,5.0,3.0,1.0,1.0,3.0,1.0,1.0,15.0,2
Athens Farmers Market,1000 East State Street,Athens,Athens,Ohio,45701,-82.058441,39.335915,1,1,0,1,1,1,1,8.0,5.0,3.0,2.0,3.0,2.0,2.0,25.0,3
Athens Farmers Market,Wilson Park,Athens,Calhoun,Michigan,49011,-85.23541999999999,42.091049,1,1,0,1,0,0,1,4.0,4.0,2.0,1.0,2.0,0.0,0.0,13.0,2
Athens Farmers Market at Market Park,106 South Jackson Street,Athens,McMinn,Tennessee,37303,-84.59185,35.441047999999995,1,0,0,0,1,1,1,3.0,2.0,2.0,0.0,0.0,1.0,1.0,9.0,1
Athens Farmers Market Downtown,301 College Ave,Athens,Clarke,Georgia,30601,-83.376053,33.959568,1,0,0,0,1,1,1,4.0,3.0,0.0,2.0,1.0,1.0,1.0,12.0,1
"Athens Farmers Market, L.L.C.",271 W Hancock Ave,Athens,Clarke,Georgia,30601,-83.38024899999999,33.959087,1,0,0,0,1,1,1,3.0,3.0,1.0,1.0,0.0,0.0,2.0,10.0,1
"Athens Farmers Market, LLC",705 Sunset Dr,Athens,Clarke,Georgia,30606,-83.412132,33.964455,1,0,0,0,1,1,1,6.0,4.0,3.0,1.0,2.0,1.0,2.0,19.0,1
Athens Locally Grown,670 W. Broad Street,Athens,Clarke,Georgia,30603,-83.38385,33.956317999999996,1,0,0,0,1,1,1,3.0,3.0,2.0,2.0,4.0,3.0,1.0,18.0,1
Athens Saturday Market,409 W Green Street,Athens,Limestone,Alabama,35611,-86.97350300000001,34.801303999999995,1,0,0,0,0,1,1,3.0,3.0,2.0,0.0,1.0,1.0,1.0,11.0,0
Atherton Market,2104 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,-80.861267,35.208439,1,0,0,0,1,1,1,6.0,4.0,3.0,3.0,2.0,3.0,3.0,24.0,1
Athol Farmers Market,Athol Uptown Common,Athol,Worcester,Massachusetts,1331,-72.215836,42.589283,1,1,0,1,1,1,1,2.0,4.0,2.0,2.0,3.0,1.0,1.0,15.0,3
Atlantic City Farmers' Market,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,Atlantic,New Jersey,8401,-74.425598,39.362999,0,1,0,1,0,1,1,3.0,2.0,2.0,0.0,2.0,0.0,1.0,10.0,2
Atlantic Farmers Market,1200 7th Street E.,Atlantic,Cass,Iowa,50022,-94.996498,41.404301000000004,0,1,1,1,0,0,1,2.0,3.0,2.0,0.0,2.0,0.0,0.0,9.0,3
Atlantic Highlands Chamber of Commerce Farmers' Market,111 First Avenue,Atlantic Highlands,Monmouth,New Jersey,7716,-74.038864,40.412777,1,0,1,0,0,1,1,4.0,4.0,2.0,2.0,2.0,1.0,2.0,17.0,1
Attala County Farmers Market,450 hwy 12 East,Kosciusko,Attala,Mississippi,39090,-89.57981099999999,33.066109000000004,1,1,1,1,1,0,1,3.0,2.0,0.0,1.0,2.0,0.0,0.0,8.0,4
Attalla City Farmers Market,3rd St N (Hwy 11) beside Jack's Restaurant,Attalla,Etowah,Alabama,39554,-86.088585,34.021763,1,0,0,1,0,0,1,2.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,1
"Attleboro Farmers Market, inc",201 County Street,Attleboro ,Bristol,Massachusetts,2703,-71.29923199999999,41.937560999999995,1,0,1,1,0,1,1,6.0,5.0,3.0,2.0,2.0,3.0,3.0,24.0,2
Atwater Village Farmers' Market,3250 Glendale Blvd,Los Angeles ,Los Angeles,California,90039,-118.25983000000001,34.118435,1,1,1,1,1,1,1,8.0,4.0,1.0,3.0,2.0,3.0,2.0,23.0,4
Auburn Farmer's Market,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Barrow,Georgia,30011,-83.82800300000001,34.013699,0,0,0,0,0,1,1,2.0,3.0,2.0,1.0,1.0,0.0,0.0,9.0,0
Auburn Farmers Co-op Market Inc.,97 state street,Auburn,Cayuga,New York,13021,-76.57016800000001,42.933811,1,1,1,1,1,1,1,3.0,4.0,2.0,2.0,2.0,2.0,0.0,15.0,4
Auburn Farmers Market,1140 Auburn Way S,Auburn,King,Washington,98002,-122.21846000000001,47.298266999999996,1,1,0,1,1,1,1,4.0,4.0,2.0,1.0,1.0,1.0,3.0,16.0,3
Auburn Farmers Market,Auburn Presbyterian Church,Auburn,Shawnee,Kansas,66402,-95.815735,38.909595,0,0,0,0,0,1,1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0
Auburn Farmers' market,67 Mill Street,Auburn ,Androscoggin,Maine,4210,-70.224564,44.087790999999996,1,1,1,1,1,1,1,6.0,4.0,1.0,2.0,2.0,2.0,1.0,18.0,4
Auburn Hills Farmers Market,Auburn and Squirrel Road,Auburn Hills,Oakland,Michigan,48326,-83.220413,42.633705,1,0,0,0,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,11.0,1
Audubon Farmers Market,Johnson Street NE and 27th Ave NE,Minneapolis,Hennepin,Minnesota,55418,-93.23712900000001,45.016819,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Audubon Park Community Market,1842 East Winter Park Road,Orlando,Orange,Florida,32803,-81.34642,28.568415,1,0,0,0,0,1,1,3.0,4.0,3.0,2.0,3.0,1.0,2.0,18.0,0
Augusta State Farmer's Market,1150 5TH STREET,AUGUSTA,Richmond,Georgia,30901,-81.964127,33.462513,1,1,1,0,0,1,1,3.0,3.0,0.0,2.0,1.0,3.0,0.0,12.0,2
Aurora Local Farmer's Market - Summer Market,2031 S. Elliott Ave.,Aurora,Lawrence,Missouri,65605,-93.720184,36.94891,1,0,0,0,0,0,1,4.0,2.0,2.0,1.0,2.0,0.0,1.0,12.0,0
Aurora Local Farmers' Market,2031 S. Elliott,Aurora,Lawrence,Missouri,65605,-93.720116,36.948868,1,0,0,0,0,0,1,3.0,3.0,2.0,1.0,3.0,1.0,1.0,14.0,0
Aurora Local Farmers' Market - Winter Market,Highway 60 and 39,Aurora ,Lawrence,Missouri,65605,-93.717407,36.970303,1,0,0,0,1,1,1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,1
